match_id,external_id,league_id,league,season,status,latency_ms,updated
17375,194567,78,Bundesliga,2015,API_OK,178.6,True
17376,194570,78,Bundesliga,2015,API_OK,156.6,True
17377,194571,78,Bundesliga,2015,API_OK,156.4,True
17378,194568,78,Bundesliga,2015,API_OK,154.5,True
17379,194569,78,Bundesliga,2015,API_OK,155.4,True
17380,194572,78,Bundesliga,2015,API_OK,159.8,True
17381,194573,78,Bundesliga,2015,API_OK,153.1,True
17382,194574,78,Bundesliga,2015,API_OK,154.6,True
17383,194575,78,Bundesliga,2015,API_OK,156.1,True
17384,194576,78,Bundesliga,2015,API_OK,193.1,True
17385,194580,78,Bundesliga,2015,API_OK,155.8,True
17386,194581,78,Bundesliga,2015,API_OK,155.7,True
17387,194578,78,Bundesliga,2015,API_OK,155.4,True
17388,194577,78,Bundesliga,2015,API_OK,152.5,True
17389,194579,78,Bundesliga,2015,API_OK,159.1,True
17390,194582,78,Bundesliga,2015,API_OK,156.7,True
17391,194583,78,Bundesliga,2015,API_OK,166.0,True
17392,194584,78,Bundesliga,2015,API_OK,155.8,True
17393,194585,78,Bundesliga,2015,API_OK,154.7,True
17394,194589,78,Bundesliga,2015,API_OK,156.0,True
17395,194587,78,Bundesliga,2015,API_OK,154.6,True
17396,194586,78,Bundesliga,2015,API_OK,155.2,True
17397,194590,78,Bundesliga,2015,API_OK,153.6,True
17398,194588,78,Bundesliga,2015,API_OK,155.1,True
17399,194591,78,Bundesliga,2015,API_OK,177.4,True
17400,194592,78,Bundesliga,2015,API_OK,155.3,True
17401,194593,78,Bundesliga,2015,API_OK,155.1,True
17402,194594,78,Bundesliga,2015,API_OK,156.5,True
17403,194595,78,Bundesliga,2015,API_OK,155.8,True
17404,194598,78,Bundesliga,2015,API_OK,156.5,True
17405,194597,78,Bundesliga,2015,API_OK,157.1,True
17406,194596,78,Bundesliga,2015,API_OK,155.6,True
17407,194599,78,Bundesliga,2015,API_OK,155.5,True
17408,194600,78,Bundesliga,2015,API_OK,157.2,True
17409,194601,78,Bundesliga,2015,API_OK,159.0,True
17410,194602,78,Bundesliga,2015,API_OK,157.6,True
17411,194603,78,Bundesliga,2015,API_OK,155.4,True
17412,194604,78,Bundesliga,2015,API_OK,155.6,True
17413,194606,78,Bundesliga,2015,API_OK,153.5,True
17414,194605,78,Bundesliga,2015,API_OK,154.8,True
17415,194608,78,Bundesliga,2015,API_OK,155.3,True
17416,194607,78,Bundesliga,2015,API_OK,155.4,True
17417,194609,78,Bundesliga,2015,API_OK,154.8,True
17418,194610,78,Bundesliga,2015,API_OK,155.6,True
17419,194611,78,Bundesliga,2015,API_OK,155.6,True
17420,194612,78,Bundesliga,2015,API_OK,157.0,True
17421,194613,78,Bundesliga,2015,API_OK,156.8,True
17422,194615,78,Bundesliga,2015,API_OK,154.0,True
17423,194614,78,Bundesliga,2015,API_OK,155.8,True
17424,194618,78,Bundesliga,2015,API_OK,154.2,True
17425,194619,78,Bundesliga,2015,API_OK,153.7,True
17426,194620,78,Bundesliga,2015,API_OK,155.9,True
17427,194617,78,Bundesliga,2015,API_OK,153.5,True
17428,194616,78,Bundesliga,2015,API_OK,156.5,True
17429,194621,78,Bundesliga,2015,API_OK,156.1,True
17430,194622,78,Bundesliga,2015,API_OK,157.4,True
17431,194625,78,Bundesliga,2015,API_OK,159.1,True
17432,194626,78,Bundesliga,2015,API_OK,154.7,True
17433,194624,78,Bundesliga,2015,API_OK,158.7,True
17434,194623,78,Bundesliga,2015,API_OK,154.9,True
17435,194627,78,Bundesliga,2015,API_OK,157.9,True
17436,194628,78,Bundesliga,2015,API_OK,153.0,True
17437,194629,78,Bundesliga,2015,API_OK,156.7,True
17438,194630,78,Bundesliga,2015,API_OK,156.6,True
