match_id,external_id,league_id,league,season,status,latency_ms,updated
27952,1074784,203,Süper Lig,2024,API_OK,196.5,True
27953,1074787,203,Süper Lig,2024,API_OK,158.0,True
27954,1074786,203,Süper Lig,2024,API_OK,156.1,True
27955,1074789,203,Süper Lig,2024,API_OK,157.4,True
27956,1074785,203,Süper Lig,2024,API_OK,155.2,True
27957,1074788,203,Süper Lig,2024,API_OK,156.9,True
27958,1074783,203,Süper Lig,2024,API_OK,154.5,True
27959,1074780,203,Süper Lig,2024,API_OK,157.8,True
27960,1074781,203,Süper Lig,2024,API_OK,155.4,True
27961,1074782,203,Süper Lig,2024,API_OK,156.2,True
27962,1074753,203,Süper Lig,2024,API_OK,160.4,True
27963,1074751,203,Süper Lig,2024,API_OK,154.6,True
27964,1074752,203,Süper Lig,2024,API_OK,159.3,True
27965,1074759,203,Süper Lig,2024,API_OK,154.8,True
27966,1074750,203,Süper Lig,2024,API_OK,155.3,True
27967,1074755,203,Süper Lig,2024,API_OK,155.1,True
27968,1074757,203,Süper Lig,2024,API_OK,160.6,True
27969,1074754,203,Süper Lig,2024,API_OK,155.8,True
27970,1074758,203,Süper Lig,2024,API_OK,156.9,True
27971,1074756,203,Süper Lig,2024,API_OK,162.6,True
27972,1074792,203,Süper Lig,2024,API_OK,157.5,True
27973,1074791,203,Süper Lig,2024,API_OK,156.2,True
27974,1074793,203,Süper Lig,2024,API_OK,189.7,True
27975,1074795,203,Süper Lig,2024,API_OK,157.3,True
27976,1074794,203,Süper Lig,2024,API_OK,179.6,True
27977,1074799,203,Süper Lig,2024,API_OK,174.9,True
27978,1074796,203,Süper Lig,2024,API_OK,162.8,True
27979,1074798,203,Süper Lig,2024,API_OK,158.4,True
27980,1074797,203,Süper Lig,2024,API_OK,169.4,True
27981,1074790,203,Süper Lig,2024,API_OK,156.7,True
27982,1074800,203,Süper Lig,2024,API_OK,160.0,True
27983,1074809,203,Süper Lig,2024,API_OK,155.7,True
27984,1074805,203,Süper Lig,2024,API_OK,155.6,True
27985,1074808,203,Süper Lig,2024,API_OK,155.7,True
27986,1074807,203,Süper Lig,2024,API_OK,157.4,True
27987,1074804,203,Süper Lig,2024,API_OK,156.9,True
27988,1074806,203,Süper Lig,2024,API_OK,159.0,True
27989,1074803,203,Süper Lig,2024,API_OK,158.9,True
