match_id,external_id,league_id,league,season,status,latency_ms,updated
35362,328262,71,Brazil Serie A,2021,API_OK,194.0,True
35363,328261,71,Brazil Serie A,2021,API_OK,163.9,True
35364,328263,71,Brazil Serie A,2021,API_OK,160.9,True
35365,328264,71,Brazil Serie A,2021,API_OK,157.2,True
35366,328255,71,Brazil Serie A,2021,API_OK,156.0,True
35367,328257,71,Brazil Serie A,2021,API_OK,158.4,True
35368,328260,71,Brazil Serie A,2021,API_OK,160.4,True
35369,328256,71,Brazil Serie A,2021,API_OK,159.1,True
35370,328267,71,Brazil Serie A,2021,API_OK,157.2,True
35371,328272,71,Brazil Serie A,2021,API_OK,159.3,True
35372,328270,71,Brazil Serie A,2021,API_OK,155.8,True
35373,328268,71,Brazil Serie A,2021,API_OK,156.4,True
35374,328273,71,Brazil Serie A,2021,API_OK,164.3,True
35375,328274,71,Brazil Serie A,2021,API_OK,157.9,True
35376,328271,71,Brazil Serie A,2021,API_OK,159.1,True
35377,328266,71,Brazil Serie A,2021,API_OK,154.7,True
35378,328269,71,Brazil Serie A,2021,API_OK,159.0,True
35379,328265,71,Brazil Serie A,2021,API_OK,155.4,True
35380,328280,71,Brazil Serie A,2021,API_OK,160.0,True
35381,328281,71,Brazil Serie A,2021,API_OK,155.4,True
35382,328282,71,Brazil Serie A,2021,API_OK,155.9,True
35383,328276,71,Brazil Serie A,2021,API_OK,155.9,True
35384,328277,71,Brazil Serie A,2021,API_OK,158.5,True
35385,328284,71,Brazil Serie A,2021,API_OK,157.1,True
35386,328283,71,Brazil Serie A,2021,API_OK,155.5,True
35387,328278,71,Brazil Serie A,2021,API_OK,160.3,True
35388,328259,71,Brazil Serie A,2021,API_OK,156.2,True
35389,328275,71,Brazil Serie A,2021,API_OK,158.8,True
35390,328294,71,Brazil Serie A,2021,API_OK,157.6,True
35391,328292,71,Brazil Serie A,2021,API_OK,157.9,True
35392,328289,71,Brazil Serie A,2021,API_OK,160.2,True
35393,328285,71,Brazil Serie A,2021,API_OK,158.9,True
35394,328290,71,Brazil Serie A,2021,API_OK,160.8,True
35395,328286,71,Brazil Serie A,2021,API_OK,160.3,True
35396,328287,71,Brazil Serie A,2021,API_OK,156.8,True
35397,328293,71,Brazil Serie A,2021,API_OK,155.3,True
35398,328288,71,Brazil Serie A,2021,API_OK,157.8,True
35399,328291,71,Brazil Serie A,2021,API_OK,157.0,True
35400,328302,71,Brazil Serie A,2021,API_OK,155.9,True
35401,328299,71,Brazil Serie A,2021,API_OK,156.8,True
35402,328300,71,Brazil Serie A,2021,API_OK,162.9,True
35403,328297,71,Brazil Serie A,2021,API_OK,158.3,True
35404,328295,71,Brazil Serie A,2021,API_OK,156.5,True
35405,328301,71,Brazil Serie A,2021,API_OK,157.0,True
35406,328304,71,Brazil Serie A,2021,API_OK,156.8,True
35407,328303,71,Brazil Serie A,2021,API_OK,159.8,True
35408,328296,71,Brazil Serie A,2021,API_OK,156.4,True
35409,328298,71,Brazil Serie A,2021,API_OK,156.5,True
35410,327987,71,Brazil Serie A,2021,API_OK,156.0,True
35411,328258,71,Brazil Serie A,2021,API_OK,157.1,True
35412,328279,71,Brazil Serie A,2021,API_OK,158.0,True
35413,328205,71,Brazil Serie A,2021,API_OK,156.6,True
35414,328312,71,Brazil Serie A,2021,API_OK,159.4,True
35415,328311,71,Brazil Serie A,2021,API_OK,156.3,True
35416,328307,71,Brazil Serie A,2021,API_OK,156.1,True
35417,328310,71,Brazil Serie A,2021,API_OK,158.9,True
35418,328313,71,Brazil Serie A,2021,API_OK,156.5,True
35419,328308,71,Brazil Serie A,2021,API_OK,156.7,True
35420,328314,71,Brazil Serie A,2021,API_OK,158.5,True
35421,328305,71,Brazil Serie A,2021,API_OK,156.1,True
35422,328306,71,Brazil Serie A,2021,API_OK,162.7,True
35423,328318,71,Brazil Serie A,2021,API_OK,160.4,True
35424,328324,71,Brazil Serie A,2021,API_OK,159.8,True
35425,328315,71,Brazil Serie A,2021,API_OK,158.4,True
35426,328323,71,Brazil Serie A,2021,API_OK,183.1,True
35427,328319,71,Brazil Serie A,2021,API_OK,159.4,True
35428,328322,71,Brazil Serie A,2021,API_OK,160.0,True
35429,328316,71,Brazil Serie A,2021,API_OK,155.8,True
35430,328320,71,Brazil Serie A,2021,API_OK,155.8,True
35431,328321,71,Brazil Serie A,2021,API_OK,162.9,True
35432,328334,71,Brazil Serie A,2021,API_OK,158.8,True
35433,328328,71,Brazil Serie A,2021,API_OK,157.4,True
35434,328325,71,Brazil Serie A,2021,API_OK,158.7,True
35435,328330,71,Brazil Serie A,2021,API_OK,155.0,True
35436,328331,71,Brazil Serie A,2021,API_OK,165.3,True
35437,328326,71,Brazil Serie A,2021,API_OK,155.3,True
35438,328333,71,Brazil Serie A,2021,API_OK,156.1,True
35439,328329,71,Brazil Serie A,2021,API_OK,155.3,True
35440,328332,71,Brazil Serie A,2021,API_OK,159.1,True
35441,328336,71,Brazil Serie A,2021,API_OK,157.1,True
35442,328342,71,Brazil Serie A,2021,API_OK,157.1,True
35443,328341,71,Brazil Serie A,2021,API_OK,160.0,True
35444,328339,71,Brazil Serie A,2021,API_OK,158.9,True
35445,328340,71,Brazil Serie A,2021,API_OK,162.7,True
35446,328343,71,Brazil Serie A,2021,API_OK,158.7,True
35447,328344,71,Brazil Serie A,2021,API_OK,158.3,True
35448,328337,71,Brazil Serie A,2021,API_OK,159.2,True
35449,328335,71,Brazil Serie A,2021,API_OK,157.4,True
35450,328338,71,Brazil Serie A,2021,API_OK,159.2,True
35451,328309,71,Brazil Serie A,2021,API_OK,157.4,True
35452,328327,71,Brazil Serie A,2021,API_OK,158.0,True
35453,328317,71,Brazil Serie A,2021,API_OK,156.2,True
35454,328353,71,Brazil Serie A,2021,API_OK,158.4,True
35455,328351,71,Brazil Serie A,2021,API_OK,155.6,True
35456,328349,71,Brazil Serie A,2021,API_OK,158.6,True
35457,328350,71,Brazil Serie A,2021,API_OK,158.5,True
35458,328346,71,Brazil Serie A,2021,API_OK,158.3,True
35459,328345,71,Brazil Serie A,2021,API_OK,156.2,True
35460,328352,71,Brazil Serie A,2021,API_OK,341.4,True
35461,328348,71,Brazil Serie A,2021,API_OK,156.1,True
35462,328354,71,Brazil Serie A,2021,API_OK,158.8,True
35463,328347,71,Brazil Serie A,2021,API_OK,158.2,True
35464,328358,71,Brazil Serie A,2021,API_OK,162.4,True
35465,328359,71,Brazil Serie A,2021,API_OK,157.1,True
35466,328363,71,Brazil Serie A,2021,API_OK,156.7,True
35467,328355,71,Brazil Serie A,2021,API_OK,160.7,True
35468,328356,71,Brazil Serie A,2021,API_OK,159.6,True
35469,328364,71,Brazil Serie A,2021,API_OK,158.2,True
35470,328361,71,Brazil Serie A,2021,API_OK,158.9,True
35471,328362,71,Brazil Serie A,2021,API_OK,156.0,True
35472,328360,71,Brazil Serie A,2021,API_OK,156.5,True
35473,328357,71,Brazil Serie A,2021,API_OK,155.7,True
35474,688918,71,Brazil Serie A,2021,API_OK,159.6,True
35475,688915,71,Brazil Serie A,2021,API_OK,162.1,True
35476,688911,71,Brazil Serie A,2021,API_OK,157.5,True
35477,688912,71,Brazil Serie A,2021,API_OK,156.6,True
35478,688909,71,Brazil Serie A,2021,API_OK,158.1,True
35479,688914,71,Brazil Serie A,2021,API_OK,158.6,True
35480,688910,71,Brazil Serie A,2021,API_OK,156.6,True
35481,688917,71,Brazil Serie A,2021,API_OK,158.4,True
35482,688916,71,Brazil Serie A,2021,API_OK,167.6,True
35483,688913,71,Brazil Serie A,2021,API_OK,157.8,True
35484,688928,71,Brazil Serie A,2021,API_OK,159.5,True
35485,688921,71,Brazil Serie A,2021,API_OK,158.6,True
35486,688926,71,Brazil Serie A,2021,API_OK,165.6,True
35487,688919,71,Brazil Serie A,2021,API_OK,158.6,True
35488,688922,71,Brazil Serie A,2021,API_OK,157.1,True
35489,688924,71,Brazil Serie A,2021,API_OK,159.0,True
35490,688920,71,Brazil Serie A,2021,API_OK,165.1,True
35491,688927,71,Brazil Serie A,2021,API_OK,176.7,True
35492,688925,71,Brazil Serie A,2021,API_OK,160.4,True
35493,688930,71,Brazil Serie A,2021,API_OK,156.8,True
35494,688931,71,Brazil Serie A,2021,API_OK,156.2,True
35495,688929,71,Brazil Serie A,2021,API_OK,158.9,True
35496,688933,71,Brazil Serie A,2021,API_OK,167.7,True
35497,688932,71,Brazil Serie A,2021,API_OK,155.5,True
35498,688935,71,Brazil Serie A,2021,API_OK,156.1,True
35499,688937,71,Brazil Serie A,2021,API_OK,157.6,True
35500,688934,71,Brazil Serie A,2021,API_OK,158.4,True
35501,688936,71,Brazil Serie A,2021,API_OK,158.2,True
35502,688943,71,Brazil Serie A,2021,API_OK,156.9,True
35503,688941,71,Brazil Serie A,2021,API_OK,158.1,True
35504,688940,71,Brazil Serie A,2021,API_OK,156.3,True
35505,688947,71,Brazil Serie A,2021,API_OK,157.6,True
35506,688942,71,Brazil Serie A,2021,API_OK,157.9,True
35507,688944,71,Brazil Serie A,2021,API_OK,156.7,True
35508,688945,71,Brazil Serie A,2021,API_OK,159.0,True
35509,688939,71,Brazil Serie A,2021,API_OK,157.1,True
35510,688948,71,Brazil Serie A,2021,API_OK,172.0,True
35511,688949,71,Brazil Serie A,2021,API_OK,158.8,True
35512,688950,71,Brazil Serie A,2021,API_OK,157.9,True
35513,688955,71,Brazil Serie A,2021,API_OK,158.2,True
35514,688953,71,Brazil Serie A,2021,API_OK,155.6,True
35515,688951,71,Brazil Serie A,2021,API_OK,160.4,True
35516,688956,71,Brazil Serie A,2021,API_OK,164.0,True
35517,688954,71,Brazil Serie A,2021,API_OK,155.2,True
35518,688957,71,Brazil Serie A,2021,API_OK,158.6,True
35519,688952,71,Brazil Serie A,2021,API_OK,156.2,True
35520,688961,71,Brazil Serie A,2021,API_OK,155.7,True
35521,688959,71,Brazil Serie A,2021,API_OK,157.6,True
35522,688968,71,Brazil Serie A,2021,API_OK,156.8,True
35523,688966,71,Brazil Serie A,2021,API_OK,154.6,True
35524,688962,71,Brazil Serie A,2021,API_OK,157.0,True
35525,688964,71,Brazil Serie A,2021,API_OK,157.6,True
35526,688960,71,Brazil Serie A,2021,API_OK,158.3,True
35527,688967,71,Brazil Serie A,2021,API_OK,157.9,True
35528,688965,71,Brazil Serie A,2021,API_OK,159.4,True
35529,688963,71,Brazil Serie A,2021,API_OK,157.8,True
35530,688977,71,Brazil Serie A,2021,API_OK,160.8,True
35531,688969,71,Brazil Serie A,2021,API_OK,156.0,True
35532,688970,71,Brazil Serie A,2021,API_OK,157.5,True
35533,688973,71,Brazil Serie A,2021,API_OK,161.4,True
35534,688976,71,Brazil Serie A,2021,API_OK,158.4,True
35535,688975,71,Brazil Serie A,2021,API_OK,163.8,True
35536,688972,71,Brazil Serie A,2021,API_OK,157.2,True
35537,688971,71,Brazil Serie A,2021,API_OK,157.6,True
35538,688974,71,Brazil Serie A,2021,API_OK,156.9,True
35539,688978,71,Brazil Serie A,2021,API_OK,161.5,True
35540,688979,71,Brazil Serie A,2021,API_OK,165.4,True
35541,688984,71,Brazil Serie A,2021,API_OK,157.3,True
35542,688985,71,Brazil Serie A,2021,API_OK,166.2,True
35543,688983,71,Brazil Serie A,2021,API_OK,157.8,True
35544,688981,71,Brazil Serie A,2021,API_OK,162.1,True
35545,688980,71,Brazil Serie A,2021,API_OK,161.2,True
35546,688987,71,Brazil Serie A,2021,API_OK,213.7,True
