match_id,external_id,league_id,league,season,status,latency_ms,updated
20141,185545,61,Ligue 1,2015,API_OK,175.2,True
20142,185549,61,Ligue 1,2015,API_OK,159.2,True
20143,185547,61,Ligue 1,2015,API_OK,158.1,True
20144,185546,61,Ligue 1,2015,API_OK,159.2,True
20145,185548,61,Ligue 1,2015,API_OK,158.7,True
20146,185551,61,Ligue 1,2015,API_OK,160.2,True
20147,185550,61,Ligue 1,2015,API_OK,157.1,True
20148,185552,61,Ligue 1,2015,API_OK,159.7,True
20149,185553,61,Ligue 1,2015,API_OK,158.4,True
20150,185554,61,Ligue 1,2015,API_OK,156.1,True
20151,185555,61,Ligue 1,2015,API_OK,161.7,True
20152,185556,61,Ligue 1,2015,API_OK,159.4,True
20153,185557,61,Ligue 1,2015,API_OK,159.2,True
20154,185560,61,Ligue 1,2015,API_OK,158.7,True
20155,185558,61,Ligue 1,2015,API_OK,171.4,True
20156,185561,61,Ligue 1,2015,API_OK,157.1,True
20157,185559,61,Ligue 1,2015,API_OK,158.2,True
20158,185562,61,Ligue 1,2015,API_OK,158.2,True
20159,185563,61,Ligue 1,2015,API_OK,156.9,True
20160,185564,61,Ligue 1,2015,API_OK,156.8,True
20161,185565,61,Ligue 1,2015,API_OK,158.5,True
20162,185566,61,Ligue 1,2015,API_OK,159.4,True
20163,185567,61,Ligue 1,2015,API_OK,159.4,True
20164,185569,61,Ligue 1,2015,API_OK,157.1,True
20165,185571,61,Ligue 1,2015,API_OK,166.1,True
20166,185568,61,Ligue 1,2015,API_OK,159.1,True
20167,185570,61,Ligue 1,2015,API_OK,158.3,True
20168,185572,61,Ligue 1,2015,API_OK,158.1,True
20169,185573,61,Ligue 1,2015,API_OK,157.0,True
20170,185574,61,Ligue 1,2015,API_OK,159.6,True
20171,185575,61,Ligue 1,2015,API_OK,158.5,True
20172,185576,61,Ligue 1,2015,API_OK,158.5,True
20173,185577,61,Ligue 1,2015,API_OK,169.1,True
20174,185579,61,Ligue 1,2015,API_OK,158.2,True
20175,185580,61,Ligue 1,2015,API_OK,161.7,True
20176,185581,61,Ligue 1,2015,API_OK,157.9,True
20177,185578,61,Ligue 1,2015,API_OK,158.4,True
20178,185582,61,Ligue 1,2015,API_OK,157.7,True
20179,185583,61,Ligue 1,2015,API_OK,160.5,True
20180,185584,61,Ligue 1,2015,API_OK,170.5,True
20181,185585,61,Ligue 1,2015,API_OK,158.6,True
20182,185586,61,Ligue 1,2015,API_OK,160.5,True
20183,185589,61,Ligue 1,2015,API_OK,161.7,True
20184,185590,61,Ligue 1,2015,API_OK,160.4,True
20185,185591,61,Ligue 1,2015,API_OK,156.2,True
20186,185588,61,Ligue 1,2015,API_OK,156.2,True
20187,185587,61,Ligue 1,2015,API_OK,160.3,True
20188,185592,61,Ligue 1,2015,API_OK,159.9,True
20189,185593,61,Ligue 1,2015,API_OK,155.8,True
20190,185594,61,Ligue 1,2015,API_OK,157.7,True
20191,185595,61,Ligue 1,2015,API_OK,158.0,True
20192,185596,61,Ligue 1,2015,API_OK,155.7,True
20193,185597,61,Ligue 1,2015,API_OK,159.8,True
20194,185600,61,Ligue 1,2015,API_OK,159.3,True
20195,185598,61,Ligue 1,2015,API_OK,158.5,True
20196,185599,61,Ligue 1,2015,API_OK,163.2,True
20197,185601,61,Ligue 1,2015,API_OK,159.8,True
20198,185602,61,Ligue 1,2015,API_OK,157.0,True
20199,185603,61,Ligue 1,2015,API_OK,158.8,True
20200,185604,61,Ligue 1,2015,API_OK,158.5,True
20201,185605,61,Ligue 1,2015,API_OK,163.1,True
20202,185606,61,Ligue 1,2015,API_OK,156.2,True
20203,185611,61,Ligue 1,2015,API_OK,158.5,True
20204,185610,61,Ligue 1,2015,API_OK,158.8,True
20205,185608,61,Ligue 1,2015,API_OK,159.2,True
20206,185609,61,Ligue 1,2015,API_OK,161.8,True
20207,185607,61,Ligue 1,2015,API_OK,161.9,True
20208,185612,61,Ligue 1,2015,API_OK,157.1,True
20209,185613,61,Ligue 1,2015,API_OK,159.9,True
20210,185615,61,Ligue 1,2015,API_OK,159.1,True
20211,185616,61,Ligue 1,2015,API_OK,158.5,True
20212,185617,61,Ligue 1,2015,API_OK,158.5,True
20213,185619,61,Ligue 1,2015,API_OK,158.2,True
20214,185620,61,Ligue 1,2015,API_OK,156.9,True
20215,185618,61,Ligue 1,2015,API_OK,156.3,True
20216,185621,61,Ligue 1,2015,API_OK,156.2,True
20217,185623,61,Ligue 1,2015,API_OK,158.6,True
