match_id,external_id,league_id,league,season,status,latency_ms,updated
13954,196403,135,Serie A,2015,API_OK,462.0,True
13955,196404,135,Serie A,2015,API_OK,156.5,True
13956,196405,135,Serie A,2015,API_OK,155.2,True
13957,196412,135,Serie A,2015,API_OK,159.2,True
13958,196411,135,Serie A,2015,API_OK,156.6,True
13959,196407,135,Serie A,2015,API_OK,156.1,True
13960,196409,135,Serie A,2015,API_OK,156.6,True
13961,196406,135,Serie A,2015,API_OK,156.5,True
13962,196408,135,Serie A,2015,API_OK,167.3,True
13963,196410,135,Serie A,2015,API_OK,163.8,True
13964,196413,135,Serie A,2015,API_OK,158.8,True
13965,196414,135,Serie A,2015,API_OK,155.4,True
13966,196415,135,Serie A,2015,API_OK,154.7,True
13967,196418,135,Serie A,2015,API_OK,154.9,True
13968,196420,135,Serie A,2015,API_OK,155.8,True
13969,196422,135,Serie A,2015,API_OK,160.4,True
13970,196419,135,Serie A,2015,API_OK,157.2,True
13971,196416,135,Serie A,2015,API_OK,157.0,True
13972,196421,135,Serie A,2015,API_OK,156.1,True
13973,196417,135,Serie A,2015,API_OK,154.2,True
13974,196423,135,Serie A,2015,API_OK,159.6,True
13975,196424,135,Serie A,2015,API_OK,155.6,True
13976,196425,135,Serie A,2015,API_OK,156.2,True
13977,196426,135,Serie A,2015,API_OK,156.7,True
13978,196429,135,Serie A,2015,API_OK,173.6,True
13979,196427,135,Serie A,2015,API_OK,156.4,True
13980,196428,135,Serie A,2015,API_OK,160.4,True
13981,196430,135,Serie A,2015,API_OK,156.6,True
13982,196431,135,Serie A,2015,API_OK,155.2,True
13983,196432,135,Serie A,2015,API_OK,157.8,True
13984,196433,135,Serie A,2015,API_OK,155.9,True
13985,196434,135,Serie A,2015,API_OK,162.0,True
13986,196435,135,Serie A,2015,API_OK,156.1,True
13987,196438,135,Serie A,2015,API_OK,155.6,True
13988,196439,135,Serie A,2015,API_OK,168.2,True
13989,196436,135,Serie A,2015,API_OK,156.6,True
13990,196437,135,Serie A,2015,API_OK,153.8,True
13991,196440,135,Serie A,2015,API_OK,154.3,True
13992,196441,135,Serie A,2015,API_OK,154.8,True
13993,196442,135,Serie A,2015,API_OK,154.9,True
13994,196443,135,Serie A,2015,API_OK,154.7,True
13995,196449,135,Serie A,2015,API_OK,155.5,True
13996,196445,135,Serie A,2015,API_OK,156.4,True
13997,196448,135,Serie A,2015,API_OK,155.2,True
13998,196451,135,Serie A,2015,API_OK,153.9,True
13999,196446,135,Serie A,2015,API_OK,157.8,True
14000,196447,135,Serie A,2015,API_OK,157.1,True
14001,196444,135,Serie A,2015,API_OK,157.2,True
14002,196450,135,Serie A,2015,API_OK,155.9,True
14003,196452,135,Serie A,2015,API_OK,157.4,True
14004,196453,135,Serie A,2015,API_OK,156.4,True
14005,196454,135,Serie A,2015,API_OK,160.1,True
14006,196455,135,Serie A,2015,API_OK,156.8,True
14007,196458,135,Serie A,2015,API_OK,157.1,True
14008,196456,135,Serie A,2015,API_OK,156.6,True
14009,196459,135,Serie A,2015,API_OK,155.5,True
14010,196457,135,Serie A,2015,API_OK,154.1,True
14011,196460,135,Serie A,2015,API_OK,157.8,True
14012,196461,135,Serie A,2015,API_OK,158.2,True
14013,196462,135,Serie A,2015,API_OK,156.6,True
14014,196463,135,Serie A,2015,API_OK,155.6,True
14015,196464,135,Serie A,2015,API_OK,157.1,True
14016,196465,135,Serie A,2015,API_OK,156.6,True
